image,error_type,class_id,class_name,confidence,iou
image4.jpg,false_positive,6,Human,0.7313789129257202,0.0
image4.jpg,false_positive,6,Human,0.7267569303512573,0.0
image4.jpg,false_positive,1,Bicycle,0.6947768926620483,0.0
image4.jpg,false_positive,6,Human,0.5549013018608093,0.0
image4.jpg,false_positive,16,Rickshaw,0.5368903875350952,0.0
image4.jpg,false_positive,16,Rickshaw,0.4134734570980072,0.0
image4.jpg,false_positive,16,Rickshaw,0.3929815888404846,0.0
image4.jpg,false_positive,6,Human,0.2858814001083374,0.0
image5.jpg,false_positive,19,Speed Breaker,0.8797996640205383,0.0
image5.jpg,false_positive,12,Motorbike,0.7850127816200256,0.0
image5.jpg,false_positive,6,Human,0.7652463912963867,0.0
image5.jpg,false_positive,20,Three wheelers -CNG-,0.7548940181732178,0.0
image5.jpg,false_positive,6,Human,0.6853219270706177,0.0
image5.jpg,false_positive,6,Human,0.677341878414154,0.0
image5.jpg,false_positive,6,Human,0.659954309463501,0.0
image5.jpg,false_positive,6,Human,0.6281049847602844,0.0
image5.jpg,false_positive,6,Human,0.5801146626472473,0.0
image5.jpg,false_positive,6,Human,0.3398430347442627,0.0
image6.jpg,false_positive,12,Motorbike,0.8884944319725037,0.0
image6.jpg,false_positive,2,Bus,0.8813745975494385,0.0
image6.jpg,false_positive,12,Motorbike,0.8776776790618896,0.0
image6.jpg,false_positive,6,Human,0.8714851140975952,0.0
image6.jpg,false_positive,6,Human,0.8630609512329102,0.0
image6.jpg,false_positive,2,Bus,0.856468677520752,0.0
image6.jpg,false_positive,6,Human,0.8373260498046875,0.0
image6.jpg,false_positive,2,Bus,0.8283663988113403,0.0
image6.jpg,false_positive,12,Motorbike,0.7775499224662781,0.0
image6.jpg,false_positive,6,Human,0.7701044678688049,0.0
image6.jpg,false_positive,16,Rickshaw,0.7502960562705994,0.0
image6.jpg,false_positive,16,Rickshaw,0.7472168207168579,0.0
image6.jpg,false_positive,6,Human,0.6826795339584351,0.0
image6.jpg,false_positive,6,Human,0.6571640372276306,0.0
image6.jpg,false_positive,6,Human,0.6142579913139343,0.0
image6.jpg,false_positive,6,Human,0.3268761932849884,0.0
image6.jpg,false_positive,6,Human,0.29393067955970764,0.0
image6.jpg,false_positive,6,Human,0.2654523551464081,0.0
image7.jpg,false_positive,2,Bus,0.8771874904632568,0.0
image7.jpg,false_positive,2,Bus,0.8359320163726807,0.0
image7.jpg,false_positive,20,Three wheelers -CNG-,0.30449753999710083,0.0
image8.jpg,false_positive,6,Human,0.9060705900192261,0.0
image8.jpg,false_positive,6,Human,0.9013916254043579,0.0
image8.jpg,false_positive,15,Pothole,0.8742980360984802,0.0
image8.jpg,false_positive,6,Human,0.8186368942260742,0.0
image8.jpg,false_positive,6,Human,0.7747197151184082,0.0
image8.jpg,false_positive,15,Pothole,0.7677483558654785,0.0
image8.jpg,false_positive,15,Pothole,0.7225509285926819,0.0
image9.jpg,false_positive,3,Car,0.9493259787559509,0.0
image9.jpg,false_positive,16,Rickshaw,0.9309771656990051,0.0
image9.jpg,false_positive,3,Car,0.9093196392059326,0.0
image9.jpg,false_positive,18,SUV,0.8660467267036438,0.0
image9.jpg,false_positive,2,Bus,0.8336062431335449,0.0
image9.jpg,false_positive,16,Rickshaw,0.8253318071365356,0.0
image9.jpg,false_positive,2,Bus,0.8135942816734314,0.0
image9.jpg,false_positive,16,Rickshaw,0.8034114241600037,0.0
image9.jpg,false_positive,2,Bus,0.7834639549255371,0.0
image9.jpg,false_positive,20,Three wheelers -CNG-,0.7036914825439453,0.0
image9.jpg,false_positive,11,Minivan,0.6862072348594666,0.0
image9.jpg,false_positive,20,Three wheelers -CNG-,0.678119421005249,0.0
image9.jpg,false_positive,6,Human,0.40855348110198975,0.0
image9.jpg,false_positive,20,Three wheelers -CNG-,0.2610848844051361,0.0
image10.jpg,false_positive,16,Rickshaw,0.9146130681037903,0.0
image10.jpg,false_positive,3,Car,0.900614321231842,0.0
image10.jpg,false_positive,3,Car,0.8768554925918579,0.0
image10.jpg,false_positive,2,Bus,0.8760046362876892,0.0
image10.jpg,false_positive,16,Rickshaw,0.7823852300643921,0.0
image10.jpg,false_positive,12,Motorbike,0.6675239205360413,0.0
image10.jpg,false_positive,16,Rickshaw,0.46083149313926697,0.0
image11.jpg,false_positive,15,Pothole,0.8923501372337341,0.0
image11.jpg,false_positive,6,Human,0.8873705267906189,0.0
image11.jpg,false_positive,6,Human,0.8377059102058411,0.0
image11.jpg,false_positive,6,Human,0.829021692276001,0.0
image11.jpg,false_positive,15,Pothole,0.8130871653556824,0.0
image11.jpg,false_positive,6,Human,0.8089102506637573,0.0
image11.jpg,false_positive,6,Human,0.7360642552375793,0.0
image11.jpg,false_positive,15,Pothole,0.5265258550643921,0.0
image12.jpg,false_positive,20,Three wheelers -CNG-,0.9428795576095581,0.0
image12.jpg,false_positive,3,Car,0.9341650605201721,0.0
image12.jpg,false_positive,2,Bus,0.9110336303710938,0.0
image12.jpg,false_positive,9,Micro Bus,0.9058569073677063,0.0
image12.jpg,false_positive,22,Van,0.8942370414733887,0.0
image12.jpg,false_positive,23,Zebra Crossing,0.8887253403663635,0.0
image12.jpg,false_positive,12,Motorbike,0.8742648363113403,0.0
image12.jpg,false_positive,12,Motorbike,0.8655495643615723,0.0
image12.jpg,false_positive,6,Human,0.8285232186317444,0.0
image12.jpg,false_positive,6,Human,0.80649334192276,0.0
image12.jpg,false_positive,6,Human,0.8007823824882507,0.0
image12.jpg,false_positive,6,Human,0.8002181053161621,0.0
image12.jpg,false_positive,6,Human,0.7983868718147278,0.0
image12.jpg,false_positive,6,Human,0.7817463278770447,0.0
image12.jpg,false_positive,2,Bus,0.776801347732544,0.0
image12.jpg,false_positive,6,Human,0.7707301378250122,0.0
image12.jpg,false_positive,16,Rickshaw,0.759014904499054,0.0
image12.jpg,false_positive,6,Human,0.7522599101066589,0.0
image12.jpg,false_positive,16,Rickshaw,0.7470607757568359,0.0
image12.jpg,false_positive,6,Human,0.737994909286499,0.0
image12.jpg,false_positive,6,Human,0.7263308167457581,0.0
image12.jpg,false_positive,6,Human,0.6779727339744568,0.0
image12.jpg,false_positive,6,Human,0.6673674583435059,0.0
image12.jpg,false_positive,2,Bus,0.6660622954368591,0.0
image12.jpg,false_positive,6,Human,0.6138367056846619,0.0
image12.jpg,false_positive,6,Human,0.595271110534668,0.0
image12.jpg,false_positive,12,Motorbike,0.5919536352157593,0.0
image12.jpg,false_positive,6,Human,0.4568581283092499,0.0
image12.jpg,false_positive,6,Human,0.43036916851997375,0.0
image12.jpg,false_positive,6,Human,0.41561856865882874,0.0
image12.jpg,false_positive,6,Human,0.40378835797309875,0.0
image12.jpg,false_positive,6,Human,0.35051968693733215,0.0
image13.jpg,false_positive,2,Bus,0.9309459924697876,0.0
image13.jpg,false_positive,6,Human,0.8561203479766846,0.0
image13.jpg,false_positive,20,Three wheelers -CNG-,0.8475456237792969,0.0
image13.jpg,false_positive,12,Motorbike,0.7812331318855286,0.0
image13.jpg,false_positive,6,Human,0.7589287757873535,0.0
image13.jpg,false_positive,6,Human,0.729866087436676,0.0
image13.jpg,false_positive,3,Car,0.69276362657547,0.0
image13.jpg,false_positive,12,Motorbike,0.6659059524536133,0.0
image13.jpg,false_positive,6,Human,0.638619601726532,0.0
image13.jpg,false_positive,12,Motorbike,0.6008440256118774,0.0
image13.jpg,false_positive,2,Bus,0.5405226945877075,0.0
image13.jpg,false_positive,16,Rickshaw,0.5310785174369812,0.0
image13.jpg,false_positive,12,Motorbike,0.5254964828491211,0.0
image13.jpg,false_positive,6,Human,0.4705740809440613,0.0
image13.jpg,false_positive,6,Human,0.4401625990867615,0.0
image13.jpg,false_positive,6,Human,0.41649511456489563,0.0
image13.jpg,false_positive,6,Human,0.4065207242965698,0.0
image13.jpg,false_positive,2,Bus,0.4037216603755951,0.0
image13.jpg,false_positive,6,Human,0.40019479393959045,0.0
image13.jpg,false_positive,6,Human,0.3751984238624573,0.0
image13.jpg,false_positive,6,Human,0.3742270767688751,0.0
image13.jpg,false_positive,22,Van,0.340789794921875,0.0
image13.jpg,false_positive,12,Motorbike,0.2721656560897827,0.0
image14.jpg,false_positive,16,Rickshaw,0.913199245929718,0.0
image14.jpg,false_positive,15,Pothole,0.8983016014099121,0.0
image14.jpg,false_positive,15,Pothole,0.7805371880531311,0.0
image14.jpg,false_positive,15,Pothole,0.6998064517974854,0.0
image14.jpg,false_positive,15,Pothole,0.6458789110183716,0.0
image14.jpg,false_positive,6,Human,0.4731351137161255,0.0
image14.jpg,false_positive,22,Van,0.28630271553993225,0.0
image14.jpg,false_positive,15,Pothole,0.27835994958877563,0.0
image15.jpg,false_positive,12,Motorbike,0.8635339736938477,0.0
image15.jpg,false_positive,6,Human,0.8620460629463196,0.0
image15.jpg,false_positive,15,Pothole,0.6223398447036743,0.0
image15.jpg,false_positive,15,Pothole,0.47866302728652954,0.0
image15.jpg,false_positive,19,Speed Breaker,0.47008466720581055,0.0
image15.jpg,false_positive,15,Pothole,0.4342541992664337,0.0
image15.jpg,false_positive,15,Pothole,0.392525315284729,0.0
image15.jpg,false_positive,15,Pothole,0.3283609449863434,0.0
image16.jpg,false_positive,4,Dog,0.9579171538352966,0.0
image16.jpg,false_positive,16,Rickshaw,0.9068611264228821,0.0
image16.jpg,false_positive,6,Human,0.8810714483261108,0.0
image16.jpg,false_positive,6,Human,0.8567516803741455,0.0
image16.jpg,false_positive,6,Human,0.8106381297111511,0.0
image17.jpg,false_positive,20,Three wheelers -CNG-,0.9349063634872437,0.0
image17.jpg,false_positive,2,Bus,0.927003026008606,0.0
image17.jpg,false_positive,21,Truck,0.9192723035812378,0.0
image17.jpg,false_positive,3,Car,0.8724324107170105,0.0
image17.jpg,false_positive,2,Bus,0.8452662229537964,0.0
image17.jpg,false_positive,2,Bus,0.8095442652702332,0.0
image17.jpg,false_positive,6,Human,0.7164852619171143,0.0
image17.jpg,false_positive,20,Three wheelers -CNG-,0.6478138566017151,0.0
image17.jpg,false_positive,1,Bicycle,0.6286886930465698,0.0
image17.jpg,false_positive,6,Human,0.4675617814064026,0.0
image17.jpg,false_positive,6,Human,0.38904547691345215,0.0
image17.jpg,false_positive,6,Human,0.28447213768959045,0.0
image17.jpg,false_positive,6,Human,0.2736162543296814,0.0
image18.jpg,false_positive,10,Mini truck,0.9684613943099976,0.0
image18.jpg,false_positive,18,SUV,0.9298943877220154,0.0
image18.jpg,false_positive,16,Rickshaw,0.9265092015266418,0.0
image18.jpg,false_positive,16,Rickshaw,0.9079316854476929,0.0
image18.jpg,false_positive,16,Rickshaw,0.8469738960266113,0.0
image18.jpg,false_positive,23,Zebra Crossing,0.838202714920044,0.0
image18.jpg,false_positive,2,Bus,0.8193987607955933,0.0
image18.jpg,false_positive,3,Car,0.8089106678962708,0.0
image18.jpg,false_positive,20,Three wheelers -CNG-,0.7516170144081116,0.0
image18.jpg,false_positive,11,Minivan,0.7096115946769714,0.0
image18.jpg,false_positive,18,SUV,0.6998873949050903,0.0
image18.jpg,false_positive,16,Rickshaw,0.4398568272590637,0.0
image19.jpg,false_positive,16,Rickshaw,0.9150391817092896,0.0
image20.jpg,false_positive,20,Three wheelers -CNG-,0.8817641139030457,0.0
image20.jpg,false_positive,20,Three wheelers -CNG-,0.8697376251220703,0.0
image20.jpg,false_positive,16,Rickshaw,0.838446855545044,0.0
image20.jpg,false_positive,20,Three wheelers -CNG-,0.8192973136901855,0.0
image20.jpg,false_positive,20,Three wheelers -CNG-,0.7247338891029358,0.0
image20.jpg,false_positive,6,Human,0.7168793082237244,0.0
image20.jpg,false_positive,18,SUV,0.6569783091545105,0.0
image20.jpg,false_positive,6,Human,0.5487979054450989,0.0
image20.jpg,false_positive,6,Human,0.46320948004722595,0.0
image20.jpg,false_positive,6,Human,0.44932258129119873,0.0
image20.jpg,false_positive,6,Human,0.3977389931678772,0.0
image20.jpg,false_positive,6,Human,0.3952080309391022,0.0
image20.jpg,false_positive,21,Truck,0.32850775122642517,0.0
image20.jpg,false_positive,6,Human,0.28801611065864563,0.0
image20.jpg,false_positive,6,Human,0.27869942784309387,0.0
image20.jpg,false_positive,6,Human,0.26520586013793945,0.0
image20.jpg,false_positive,12,Motorbike,0.2626461982727051,0.0
image21.jpg,false_positive,16,Rickshaw,0.8855377435684204,0.0
image21.jpg,false_positive,6,Human,0.7948517799377441,0.0
image21.jpg,false_positive,6,Human,0.487169474363327,0.0
image22.jpg,false_positive,22,Van,0.9573678374290466,0.0
image22.jpg,false_positive,2,Bus,0.9194334149360657,0.0
image22.jpg,false_positive,16,Rickshaw,0.8959991931915283,0.0
image22.jpg,false_positive,12,Motorbike,0.8736820220947266,0.0
image22.jpg,false_positive,6,Human,0.8553417921066284,0.0
image22.jpg,false_positive,22,Van,0.7455323338508606,0.0
image22.jpg,false_positive,6,Human,0.6778550148010254,0.0
image22.jpg,false_positive,6,Human,0.6605013608932495,0.0
image22.jpg,false_positive,6,Human,0.649402916431427,0.0
image22.jpg,false_positive,6,Human,0.6321737170219421,0.0
image22.jpg,false_positive,6,Human,0.631434977054596,0.0
image22.jpg,false_positive,6,Human,0.631119966506958,0.0
image22.jpg,false_positive,6,Human,0.6029852032661438,0.0
image22.jpg,false_positive,6,Human,0.5262885689735413,0.0
image22.jpg,false_positive,12,Motorbike,0.45933282375335693,0.0
image22.jpg,false_positive,16,Rickshaw,0.4216439127922058,0.0
image22.jpg,false_positive,6,Human,0.3489653170108795,0.0
image22.jpg,false_positive,6,Human,0.32857170701026917,0.0
image22.jpg,false_positive,6,Human,0.31067782640457153,0.0
image22.jpg,false_positive,6,Human,0.30147066712379456,0.0
image22.jpg,false_positive,6,Human,0.27662619948387146,0.0
image22.jpg,false_positive,6,Human,0.2685682773590088,0.0
image22.jpg,false_positive,6,Human,0.26131102442741394,0.0
image22.jpg,false_positive,6,Human,0.25657176971435547,0.0
image23.jpg,false_positive,3,Car,0.9506267309188843,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.9212606549263,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.8957015872001648,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.8955475091934204,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.8932232856750488,0.0
image23.jpg,false_positive,12,Motorbike,0.881248414516449,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.8795000314712524,0.0
image23.jpg,false_positive,9,Micro Bus,0.8569042086601257,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.8165927529335022,0.0
image23.jpg,false_positive,6,Human,0.7990257740020752,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.7742905616760254,0.0
image23.jpg,false_positive,6,Human,0.7619699835777283,0.0
image23.jpg,false_positive,6,Human,0.7021189332008362,0.0
image23.jpg,false_positive,3,Car,0.6903699636459351,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.6633672714233398,0.0
image23.jpg,false_positive,2,Bus,0.6586647629737854,0.0
image23.jpg,false_positive,6,Human,0.6258660554885864,0.0
image23.jpg,false_positive,6,Human,0.5865776538848877,0.0
image23.jpg,false_positive,6,Human,0.5080420970916748,0.0
image23.jpg,false_positive,6,Human,0.4698105454444885,0.0
image23.jpg,false_positive,20,Three wheelers -CNG-,0.434777170419693,0.0
image23.jpg,false_positive,6,Human,0.433501273393631,0.0
image23.jpg,false_positive,6,Human,0.41905391216278076,0.0
image23.jpg,false_positive,6,Human,0.34342968463897705,0.0
image23.jpg,false_positive,6,Human,0.31287437677383423,0.0
image23.jpg,false_positive,6,Human,0.30804944038391113,0.0
image23.jpg,false_positive,6,Human,0.30802473425865173,0.0
image24.jpg,false_positive,15,Pothole,0.8337273001670837,0.0
image24.jpg,false_positive,15,Pothole,0.8318929672241211,0.0
image24.jpg,false_positive,15,Pothole,0.782906174659729,0.0
image24.jpg,false_positive,6,Human,0.7553570866584778,0.0
image24.jpg,false_positive,6,Human,0.7216503024101257,0.0
image24.jpg,false_positive,6,Human,0.6718884706497192,0.0
image24.jpg,false_positive,15,Pothole,0.5847339034080505,0.0
image24.jpg,false_positive,15,Pothole,0.5240076780319214,0.0
image24.jpg,false_positive,15,Pothole,0.3429470956325531,0.0
image24.jpg,false_positive,15,Pothole,0.289454847574234,0.0
image25.jpg,false_positive,20,Three wheelers -CNG-,0.9316554665565491,0.0
image25.jpg,false_positive,2,Bus,0.9121163487434387,0.0
image25.jpg,false_positive,2,Bus,0.8888044357299805,0.0
image25.jpg,false_positive,2,Bus,0.8815635442733765,0.0
image25.jpg,false_positive,2,Bus,0.8760955333709717,0.0
image25.jpg,false_positive,20,Three wheelers -CNG-,0.8575946092605591,0.0
image25.jpg,false_positive,2,Bus,0.8504948019981384,0.0
image25.jpg,false_positive,3,Car,0.8341929316520691,0.0
image25.jpg,false_positive,2,Bus,0.8074222207069397,0.0
image25.jpg,false_positive,2,Bus,0.702232837677002,0.0
image25.jpg,false_positive,3,Car,0.6724850535392761,0.0
image25.jpg,false_positive,6,Human,0.6287478804588318,0.0
image25.jpg,false_positive,12,Motorbike,0.610592246055603,0.0
image25.jpg,false_positive,11,Minivan,0.5118348002433777,0.0
image25.jpg,false_positive,3,Car,0.33431366086006165,0.0
image25.jpg,false_positive,3,Car,0.26392292976379395,0.0
image26.jpg,false_positive,16,Rickshaw,0.9371883273124695,0.0
image26.jpg,false_positive,16,Rickshaw,0.9136176705360413,0.0
image26.jpg,false_positive,20,Three wheelers -CNG-,0.9096077084541321,0.0
image26.jpg,false_positive,2,Bus,0.8485294580459595,0.0
image26.jpg,false_positive,16,Rickshaw,0.7509205937385559,0.0
image26.jpg,false_positive,16,Rickshaw,0.7109687924385071,0.0
image26.jpg,false_positive,2,Bus,0.6601414084434509,0.0
image26.jpg,false_positive,2,Bus,0.5235809087753296,0.0
image26.jpg,false_positive,16,Rickshaw,0.48645687103271484,0.0
image26.jpg,false_positive,16,Rickshaw,0.4824719727039337,0.0
image26.jpg,false_positive,2,Bus,0.4672469198703766,0.0
image26.jpg,false_positive,16,Rickshaw,0.459595263004303,0.0
image26.jpg,false_positive,6,Human,0.4097149968147278,0.0
image26.jpg,false_positive,16,Rickshaw,0.3959059715270996,0.0
image26.jpg,false_positive,16,Rickshaw,0.3336573541164398,0.0
image26.jpg,false_positive,2,Bus,0.286413311958313,0.0
image26.jpg,false_positive,2,Bus,0.27306002378463745,0.0
image26.jpg,false_positive,16,Rickshaw,0.2569965720176697,0.0
image27.jpg,false_positive,16,Rickshaw,0.8924720287322998,0.0
image27.jpg,false_positive,8,Manhole,0.879094123840332,0.0
image27.jpg,false_positive,6,Human,0.8384924530982971,0.0
image27.jpg,false_positive,6,Human,0.8292446136474609,0.0
image27.jpg,false_positive,6,Human,0.8276974558830261,0.0
image27.jpg,false_positive,6,Human,0.8028111457824707,0.0
image27.jpg,false_positive,6,Human,0.7971850037574768,0.0
image27.jpg,false_positive,6,Human,0.5376699566841125,0.0
image28.jpg,false_positive,9,Micro Bus,0.9682623744010925,0.0
image28.jpg,false_positive,2,Bus,0.9279629588127136,0.0
image28.jpg,false_positive,2,Bus,0.8628053069114685,0.0
image28.jpg,false_positive,2,Bus,0.7889735102653503,0.0
image28.jpg,false_positive,6,Human,0.43601056933403015,0.0
image28.jpg,false_positive,6,Human,0.41109374165534973,0.0
image28.jpg,false_positive,6,Human,0.3912714421749115,0.0
image28.jpg,false_positive,6,Human,0.34897005558013916,0.0
image28.jpg,false_positive,6,Human,0.3200543522834778,0.0
image28.jpg,false_positive,6,Human,0.3107203245162964,0.0
image28.jpg,false_positive,6,Human,0.2716800272464752,0.0
image28.jpg,false_positive,16,Rickshaw,0.2581314146518707,0.0
image29.jpg,false_positive,16,Rickshaw,0.9149893522262573,0.0
image29.jpg,false_positive,16,Rickshaw,0.864108681678772,0.0
image29.jpg,false_positive,2,Bus,0.7333423495292664,0.0
image29.jpg,false_positive,3,Car,0.728352963924408,0.0
image29.jpg,false_positive,6,Human,0.616155743598938,0.0
image29.jpg,false_positive,16,Rickshaw,0.6024522185325623,0.0
image29.jpg,false_positive,23,Zebra Crossing,0.5844087600708008,0.0
image29.jpg,false_positive,2,Bus,0.5830127596855164,0.0
image29.jpg,false_positive,6,Human,0.5621544718742371,0.0
image29.jpg,false_positive,6,Human,0.5148007273674011,0.0
image29.jpg,false_positive,6,Human,0.4453410506248474,0.0
image29.jpg,false_positive,6,Human,0.4408093988895416,0.0
image29.jpg,false_positive,6,Human,0.40394195914268494,0.0
image29.jpg,false_positive,6,Human,0.37949201464653015,0.0
image29.jpg,false_positive,16,Rickshaw,0.3737126290798187,0.0
image29.jpg,false_positive,3,Car,0.366840660572052,0.0
image29.jpg,false_positive,6,Human,0.3626045286655426,0.0
image29.jpg,false_positive,6,Human,0.3615994155406952,0.0
image29.jpg,false_positive,6,Human,0.34620401263237,0.0
image29.jpg,false_positive,6,Human,0.3345603346824646,0.0
image29.jpg,false_positive,6,Human,0.27792996168136597,0.0
image30.jpg,false_positive,2,Bus,0.9315451383590698,0.0
image30.jpg,false_positive,2,Bus,0.9168796539306641,0.0
image30.jpg,false_positive,3,Car,0.8810113072395325,0.0
image30.jpg,false_positive,6,Human,0.8268588781356812,0.0
image30.jpg,false_positive,2,Bus,0.8004946708679199,0.0
image30.jpg,false_positive,6,Human,0.7527985572814941,0.0
image30.jpg,false_positive,6,Human,0.750119686126709,0.0
image30.jpg,false_positive,6,Human,0.6628312468528748,0.0
image30.jpg,false_positive,6,Human,0.5346075296401978,0.0
image30.jpg,false_positive,6,Human,0.40982404351234436,0.0
image30.jpg,false_positive,6,Human,0.40004417300224304,0.0
image30.jpg,false_positive,6,Human,0.36093899607658386,0.0
image30.jpg,false_positive,6,Human,0.34473592042922974,0.0
image30.jpg,false_positive,6,Human,0.28542640805244446,0.0
image30.jpg,false_positive,6,Human,0.2750650644302368,0.0
image30.jpg,false_positive,6,Human,0.2686598002910614,0.0
image32.jpg,false_positive,11,Minivan,0.9360820055007935,0.0
image32.jpg,false_positive,2,Bus,0.911230742931366,0.0
image32.jpg,false_positive,3,Car,0.893829345703125,0.0
image32.jpg,false_positive,2,Bus,0.8353977203369141,0.0
image32.jpg,false_positive,12,Motorbike,0.8332341313362122,0.0
image32.jpg,false_positive,2,Bus,0.7975872755050659,0.0
image32.jpg,false_positive,20,Three wheelers -CNG-,0.7802068591117859,0.0
image32.jpg,false_positive,6,Human,0.7539669275283813,0.0
image32.jpg,false_positive,6,Human,0.7520129084587097,0.0
image32.jpg,false_positive,6,Human,0.6719344854354858,0.0
image32.jpg,false_positive,6,Human,0.652095377445221,0.0
image32.jpg,false_positive,6,Human,0.5651679635047913,0.0
image32.jpg,false_positive,6,Human,0.5062174201011658,0.0
image32.jpg,false_positive,16,Rickshaw,0.44993993639945984,0.0
image32.jpg,false_positive,6,Human,0.43880119919776917,0.0
image32.jpg,false_positive,12,Motorbike,0.4012572169303894,0.0
image32.jpg,false_positive,6,Human,0.40062659978866577,0.0
image32.jpg,false_positive,16,Rickshaw,0.3610914647579193,0.0
image32.jpg,false_positive,6,Human,0.33105847239494324,0.0
image32.jpg,false_positive,6,Human,0.3132617771625519,0.0
image32.jpg,false_positive,6,Human,0.30723297595977783,0.0
image32.jpg,false_positive,16,Rickshaw,0.29010698199272156,0.0
image33.jpg,false_positive,20,Three wheelers -CNG-,0.9470845460891724,0.0
image33.jpg,false_positive,2,Bus,0.9104477763175964,0.0
image33.jpg,false_positive,11,Minivan,0.9056498408317566,0.0
image33.jpg,false_positive,2,Bus,0.8720463514328003,0.0
image33.jpg,false_positive,20,Three wheelers -CNG-,0.8183974027633667,0.0
image33.jpg,false_positive,2,Bus,0.8171548247337341,0.0
image33.jpg,false_positive,2,Bus,0.7487804293632507,0.0
image33.jpg,false_positive,2,Bus,0.7474839091300964,0.0
image33.jpg,false_positive,3,Car,0.7200055718421936,0.0
image33.jpg,false_positive,12,Motorbike,0.6881017684936523,0.0
image33.jpg,false_positive,6,Human,0.4776964783668518,0.0
image33.jpg,false_positive,20,Three wheelers -CNG-,0.3228367567062378,0.0
image33.jpg,false_positive,3,Car,0.3212622106075287,0.0
image33.jpg,false_positive,2,Bus,0.27905941009521484,0.0
image34.jpg,false_positive,20,Three wheelers -CNG-,0.9102847576141357,0.0
image34.jpg,false_positive,2,Bus,0.9080669283866882,0.0
image34.jpg,false_positive,16,Rickshaw,0.9041619896888733,0.0
